,Year,HomeTeam,VisitingTeam,DayofWeek,DayNight,Attendance,Stadium,Capacity,RoofType
36,2000,NYN,MIA,0,1,19657.0,Yankee Stadium,46537,O
37,2000,NYN,MIA,0,1,22103.0,Yankee Stadium,46537,O
38,2000,NYN,MIA,0,1,37252.0,Yankee Stadium,46537,O
39,2000,NYN,ATL,0,1,46998.0,Yankee Stadium,46537,O
40,2000,NYN,ATL,1,1,52831.0,Yankee Stadium,46537,O
41,2000,NYN,ATL,1,0,44593.0,Yankee Stadium,46537,O
42,2000,NYN,ATL,1,0,45261.0,Yankee Stadium,46537,O
43,2000,NYN,NYA,1,1,54132.0,Yankee Stadium,46537,O
44,2000,NYN,NYA,1,0,54165.0,Yankee Stadium,46537,O
45,2000,NYN,NYA,1,0,54286.0,Yankee Stadium,46537,O
46,2000,NYN,WAS,0,1,41028.0,Yankee Stadium,46537,O
47,2000,NYN,WAS,0,0,0.0,Yankee Stadium,46537,O
48,2000,NYN,WAS,0,0,35088.0,Yankee Stadium,46537,O
49,2000,NYN,SLN,1,1,42396.0,Yankee Stadium,46537,O
50,2000,NYN,SLN,1,0,50726.0,Yankee Stadium,46537,O
51,2000,NYN,SLN,1,0,45733.0,Yankee Stadium,46537,O
52,2000,NYN,CIN,0,1,42774.0,Yankee Stadium,46537,O
53,2000,NYN,CIN,0,1,39572.0,Yankee Stadium,46537,O
54,2000,NYN,CIN,0,0,42111.0,Yankee Stadium,46537,O
55,2000,NYN,SFN,1,1,33944.0,Yankee Stadium,46537,O
56,2000,NYN,SFN,1,1,50064.0,Yankee Stadium,46537,O
57,2000,NYN,SFN,1,0,39841.0,Yankee Stadium,46537,O
58,2000,NYN,SFN,0,1,35296.0,Yankee Stadium,46537,O
59,2000,NYN,COL,0,1,0.0,Yankee Stadium,46537,O
60,2000,NYN,COL,0,1,29744.0,Yankee Stadium,46537,O
61,2000,NYN,COL,0,1,29832.0,Yankee Stadium,46537,O
62,2000,NYN,COL,0,0,42697.0,Yankee Stadium,46537,O
63,2000,NYN,ARI,1,1,38237.0,Yankee Stadium,46537,O
64,2000,NYN,ARI,1,1,43985.0,Yankee Stadium,46537,O
65,2000,NYN,ARI,1,0,42277.0,Yankee Stadium,46537,O
66,2000,NYN,HOU,0,1,28472.0,Yankee Stadium,46537,O
67,2000,NYN,HOU,0,1,39967.0,Yankee Stadium,46537,O
68,2000,NYN,HOU,0,1,42507.0,Yankee Stadium,46537,O
69,2000,NYN,PHI,1,1,38808.0,Yankee Stadium,46537,O
70,2000,NYN,PHI,1,1,42324.0,Yankee Stadium,46537,O
71,2000,NYN,PHI,1,0,53775.0,Yankee Stadium,46537,O
72,2000,NYN,MIL,0,1,21797.0,Yankee Stadium,46537,O
73,2000,NYN,MIL,0,1,22570.0,Yankee Stadium,46537,O
74,2000,NYN,MIL,0,0,22510.0,Yankee Stadium,46537,O
75,2000,NYN,ATL,0,1,48270.0,Yankee Stadium,46537,O
76,2000,NYN,ATL,0,1,48858.0,Yankee Stadium,46537,O
77,2000,NYN,ATL,0,1,52134.0,Yankee Stadium,46537,O
78,2000,NYN,WAS,1,1,28788.0,Yankee Stadium,46537,O
79,2000,NYN,WAS,1,1,39468.0,Yankee Stadium,46537,O
80,2000,NYN,WAS,1,0,44869.0,Yankee Stadium,46537,O
81,2001,NYN,ATL,0,0,53640.0,Yankee Stadium,46537,O
82,2001,NYN,ATL,0,1,36048.0,Yankee Stadium,46537,O
83,2001,NYN,ATL,0,1,27694.0,Yankee Stadium,46537,O
84,2001,NYN,CIN,1,1,38243.0,Yankee Stadium,46537,O
85,2001,NYN,CIN,1,0,55067.0,Yankee Stadium,46537,O
86,2001,NYN,CIN,1,0,39643.0,Yankee Stadium,46537,O
87,2001,NYN,WAS,0,1,18241.0,Yankee Stadium,46537,O
88,2001,NYN,WAS,0,1,20177.0,Yankee Stadium,46537,O
89,2001,NYN,WAS,0,0,20721.0,Yankee Stadium,46537,O
90,2001,NYN,HOU,0,1,19083.0,Yankee Stadium,46537,O
91,2001,NYN,HOU,0,1,25619.0,Yankee Stadium,46537,O
92,2001,NYN,HOU,0,1,23262.0,Yankee Stadium,46537,O
93,2001,NYN,ARI,1,1,36945.0,Yankee Stadium,46537,O
94,2001,NYN,ARI,1,0,35630.0,Yankee Stadium,46537,O
95,2001,NYN,ARI,1,0,37673.0,Yankee Stadium,46537,O
96,2001,NYN,SDN,0,1,21490.0,Yankee Stadium,46537,O
97,2001,NYN,SDN,0,1,20134.0,Yankee Stadium,46537,O
98,2001,NYN,SDN,0,1,18476.0,Yankee Stadium,46537,O
99,2001,NYN,LAN,1,1,37502.0,Yankee Stadium,46537,O
100,2001,NYN,LAN,1,0,46346.0,Yankee Stadium,46537,O
101,2001,NYN,LAN,1,0,43404.0,Yankee Stadium,46537,O
102,2001,NYN,MIA,0,1,22877.0,Yankee Stadium,46537,O
103,2001,NYN,MIA,1,1,40456.0,Yankee Stadium,46537,O
104,2001,NYN,MIA,1,0,29839.0,Yankee Stadium,46537,O
105,2001,NYN,MIA,1,0,41991.0,Yankee Stadium,46537,O
106,2001,NYN,PHI,0,0,33791.0,Yankee Stadium,46537,O
107,2001,NYN,PHI,0,1,26579.0,Yankee Stadium,46537,O
108,2001,NYN,PHI,0,0,24077.0,Yankee Stadium,46537,O
109,2001,NYN,NYA,1,1,54110.0,Yankee Stadium,46537,O
110,2001,NYN,NYA,1,0,54195.0,Yankee Stadium,46537,O
111,2001,NYN,NYA,1,1,54399.0,Yankee Stadium,46537,O
112,2001,NYN,WAS,0,1,32569.0,Yankee Stadium,46537,O
113,2001,NYN,WAS,0,1,27578.0,Yankee Stadium,46537,O
114,2001,NYN,WAS,0,1,28617.0,Yankee Stadium,46537,O
115,2001,NYN,WAS,0,1,32668.0,Yankee Stadium,46537,O
116,2001,NYN,ATL,1,1,40129.0,Yankee Stadium,46537,O
117,2001,NYN,ATL,1,0,42736.0,Yankee Stadium,46537,O
118,2001,NYN,ATL,1,0,47181.0,Yankee Stadium,46537,O
119,2001,NYN,CHN,0,1,52471.0,Yankee Stadium,46537,O
120,2001,NYN,CHN,0,0,37936.0,Yankee Stadium,46537,O
121,2001,NYN,CHN,0,1,30737.0,Yankee Stadium,46537,O
122,2001,NYN,BOS,0,1,37698.0,Yankee Stadium,46537,O
123,2001,NYN,BOS,1,1,42219.0,Yankee Stadium,46537,O
124,2001,NYN,BOS,1,0,52006.0,Yankee Stadium,46537,O
125,2001,NYN,TOR,1,0,32138.0,Yankee Stadium,46537,O
126,2001,NYN,TOR,0,1,34203.0,Yankee Stadium,46537,O
127,2001,NYN,TOR,0,1,26630.0,Yankee Stadium,46537,O
128,2001,NYN,MIA,0,1,24545.0,Yankee Stadium,46537,O
129,2001,NYN,MIA,0,0,33129.0,Yankee Stadium,46537,O
130,2001,NYN,PHI,0,1,38468.0,Yankee Stadium,46537,O
131,2001,NYN,PHI,1,1,31263.0,Yankee Stadium,46537,O
132,2001,NYN,PHI,1,0,38972.0,Yankee Stadium,46537,O
133,2001,NYN,PHI,1,0,38536.0,Yankee Stadium,46537,O
134,2001,NYN,MIL,0,1,27240.0,Yankee Stadium,46537,O
135,2001,NYN,MIL,0,1,34619.0,Yankee Stadium,46537,O
136,2001,NYN,MIL,0,0,27989.0,Yankee Stadium,46537,O
137,2001,NYN,SLN,1,1,32844.0,Yankee Stadium,46537,O
138,2001,NYN,SLN,1,0,38837.0,Yankee Stadium,46537,O
139,2001,NYN,SLN,1,0,38939.0,Yankee Stadium,46537,O
140,2001,NYN,COL,0,1,28510.0,Yankee Stadium,46537,O
141,2001,NYN,COL,0,1,34415.0,Yankee Stadium,46537,O
142,2001,NYN,COL,0,1,27430.0,Yankee Stadium,46537,O
143,2001,NYN,SFN,1,1,35973.0,Yankee Stadium,46537,O
144,2001,NYN,SFN,1,1,48298.0,Yankee Stadium,46537,O
145,2001,NYN,SFN,1,1,36061.0,Yankee Stadium,46537,O
146,2001,NYN,SFN,0,0,27084.0,Yankee Stadium,46537,O
147,2001,NYN,PHI,0,1,21745.0,Yankee Stadium,46537,O
148,2001,NYN,PHI,0,1,24144.0,Yankee Stadium,46537,O
149,2001,NYN,PHI,0,1,33734.0,Yankee Stadium,46537,O
150,2001,NYN,MIA,1,1,23020.0,Yankee Stadium,46537,O
151,2001,NYN,MIA,1,1,39486.0,Yankee Stadium,46537,O
152,2001,NYN,MIA,1,0,32702.0,Yankee Stadium,46537,O
153,2001,NYN,ATL,1,1,41235.0,Yankee Stadium,46537,O
154,2001,NYN,ATL,1,1,41230.0,Yankee Stadium,46537,O
155,2001,NYN,ATL,1,0,41168.0,Yankee Stadium,46537,O
156,2001,NYN,PIT,0,1,6315.0,Yankee Stadium,46537,O
157,2001,NYN,PIT,0,1,8058.0,Yankee Stadium,46537,O
158,2001,NYN,PIT,0,1,6627.0,Yankee Stadium,46537,O
159,2001,NYN,WAS,1,1,10281.0,Yankee Stadium,46537,O
160,2001,NYN,WAS,1,1,15025.0,Yankee Stadium,46537,O
161,2001,NYN,WAS,1,0,15540.0,Yankee Stadium,46537,O
162,2002,NYN,PIT,0,0,53734.0,Yankee Stadium,46537,O
163,2002,NYN,PIT,0,0,25952.0,Yankee Stadium,46537,O
164,2002,NYN,PIT,0,0,33785.0,Yankee Stadium,46537,O
165,2002,NYN,WAS,1,1,32624.0,Yankee Stadium,46537,O
166,2002,NYN,WAS,1,0,46991.0,Yankee Stadium,46537,O
167,2002,NYN,WAS,1,0,45646.0,Yankee Stadium,46537,O
168,2002,NYN,ATL,0,1,28843.0,Yankee Stadium,46537,O
169,2002,NYN,ATL,0,1,31472.0,Yankee Stadium,46537,O
170,2002,NYN,ATL,0,0,30702.0,Yankee Stadium,46537,O
171,2002,NYN,SLN,0,1,33333.0,Yankee Stadium,46537,O
172,2002,NYN,SLN,0,1,22938.0,Yankee Stadium,46537,O
173,2002,NYN,SLN,0,1,24637.0,Yankee Stadium,46537,O
174,2002,NYN,MIL,1,1,37957.0,Yankee Stadium,46537,O
175,2002,NYN,MIL,1,0,35105.0,Yankee Stadium,46537,O
176,2002,NYN,MIL,1,0,43169.0,Yankee Stadium,46537,O
177,2002,NYN,SFN,0,1,40016.0,Yankee Stadium,46537,O
178,2002,NYN,SFN,0,1,29267.0,Yankee Stadium,46537,O
179,2002,NYN,SFN,0,1,28757.0,Yankee Stadium,46537,O
180,2002,NYN,COL,1,1,37484.0,Yankee Stadium,46537,O
181,2002,NYN,COL,1,0,41605.0,Yankee Stadium,46537,O
182,2002,NYN,COL,1,0,33578.0,Yankee Stadium,46537,O
183,2002,NYN,MIA,1,1,37699.0,Yankee Stadium,46537,O
184,2002,NYN,MIA,1,0,35724.0,Yankee Stadium,46537,O
185,2002,NYN,MIA,1,0,38781.0,Yankee Stadium,46537,O
186,2002,NYN,MIA,0,0,24319.0,Yankee Stadium,46537,O
187,2002,NYN,PHI,0,1,25939.0,Yankee Stadium,46537,O
188,2002,NYN,PHI,0,1,37417.0,Yankee Stadium,46537,O
189,2002,NYN,NYA,1,1,54069.0,Yankee Stadium,46537,O
190,2002,NYN,NYA,1,0,54347.0,Yankee Stadium,46537,O
191,2002,NYN,NYA,1,1,55141.0,Yankee Stadium,46537,O
192,2002,NYN,MIN,0,1,35947.0,Yankee Stadium,46537,O
193,2002,NYN,MIN,0,1,26967.0,Yankee Stadium,46537,O
194,2002,NYN,MIN,0,1,23217.0,Yankee Stadium,46537,O
195,2002,NYN,KCA,1,1,37547.0,Yankee Stadium,46537,O
196,2002,NYN,KCA,1,1,44790.0,Yankee Stadium,46537,O
197,2002,NYN,KCA,1,0,41406.0,Yankee Stadium,46537,O
198,2002,NYN,ATL,0,1,34708.0,Yankee Stadium,46537,O
199,2002,NYN,ATL,0,1,31607.0,Yankee Stadium,46537,O
200,2002,NYN,ATL,0,1,30974.0,Yankee Stadium,46537,O
201,2002,NYN,PHI,0,1,32026.0,Yankee Stadium,46537,O
202,2002,NYN,PHI,1,1,49424.0,Yankee Stadium,46537,O
203,2002,NYN,PHI,1,0,51470.0,Yankee Stadium,46537,O
204,2002,NYN,PHI,1,0,40463.0,Yankee Stadium,46537,O
205,2002,NYN,MIA,0,1,39706.0,Yankee Stadium,46537,O
206,2002,NYN,MIA,0,0,38665.0,Yankee Stadium,46537,O
207,2002,NYN,WAS,0,1,23655.0,Yankee Stadium,46537,O
208,2002,NYN,WAS,0,1,36289.0,Yankee Stadium,46537,O
209,2002,NYN,WAS,0,1,28526.0,Yankee Stadium,46537,O
210,2002,NYN,CIN,1,1,46466.0,Yankee Stadium,46537,O
211,2002,NYN,CIN,1,0,46998.0,Yankee Stadium,46537,O
212,2002,NYN,CIN,1,0,37391.0,Yankee Stadium,46537,O
213,2002,NYN,HOU,0,1,33492.0,Yankee Stadium,46537,O
214,2002,NYN,HOU,0,1,39423.0,Yankee Stadium,46537,O
215,2002,NYN,HOU,0,1,29865.0,Yankee Stadium,46537,O
216,2002,NYN,ARI,1,0,0.0,Yankee Stadium,46537,O
217,2002,NYN,ARI,1,0,49384.0,Yankee Stadium,46537,O
218,2002,NYN,ARI,1,0,40515.0,Yankee Stadium,46537,O
219,2002,NYN,ARI,0,0,47190.0,Yankee Stadium,46537,O
220,2002,NYN,SDN,0,1,31672.0,Yankee Stadium,46537,O
221,2002,NYN,SDN,0,1,26210.0,Yankee Stadium,46537,O
222,2002,NYN,SDN,0,0,27182.0,Yankee Stadium,46537,O
223,2002,NYN,LAN,1,1,35089.0,Yankee Stadium,46537,O
224,2002,NYN,LAN,1,1,50763.0,Yankee Stadium,46537,O
225,2002,NYN,LAN,1,0,42386.0,Yankee Stadium,46537,O
226,2002,NYN,PHI,1,1,30976.0,Yankee Stadium,46537,O
227,2002,NYN,PHI,1,0,30733.0,Yankee Stadium,46537,O
228,2002,NYN,PHI,1,0,28781.0,Yankee Stadium,46537,O
229,2002,NYN,MIA,0,1,0.0,Yankee Stadium,46537,O
230,2002,NYN,MIA,0,1,21007.0,Yankee Stadium,46537,O
231,2002,NYN,MIA,0,1,28473.0,Yankee Stadium,46537,O
232,2002,NYN,MIA,0,1,31211.0,Yankee Stadium,46537,O
233,2002,NYN,CHN,0,1,36772.0,Yankee Stadium,46537,O
234,2002,NYN,CHN,0,1,28190.0,Yankee Stadium,46537,O
235,2002,NYN,CHN,0,1,34664.0,Yankee Stadium,46537,O
236,2002,NYN,WAS,1,1,23675.0,Yankee Stadium,46537,O
237,2002,NYN,WAS,1,1,30946.0,Yankee Stadium,46537,O
238,2002,NYN,WAS,1,0,36730.0,Yankee Stadium,46537,O
239,2002,NYN,ATL,1,1,0.0,Yankee Stadium,46537,O
240,2002,NYN,ATL,1,1,33527.0,Yankee Stadium,46537,O
241,2002,NYN,ATL,1,1,38988.0,Yankee Stadium,46537,O
242,2002,NYN,ATL,1,0,37721.0,Yankee Stadium,46537,O
243,2003,NYN,CHN,0,0,53586.0,Yankee Stadium,46537,O
244,2003,NYN,CHN,0,1,20594.0,Yankee Stadium,46537,O
245,2003,NYN,CHN,0,0,17244.0,Yankee Stadium,46537,O
246,2003,NYN,WAS,1,1,18040.0,Yankee Stadium,46537,O
247,2003,NYN,WAS,1,0,36817.0,Yankee Stadium,46537,O
248,2003,NYN,WAS,1,0,35093.0,Yankee Stadium,46537,O
249,2003,NYN,MIA,1,1,18525.0,Yankee Stadium,46537,O
250,2003,NYN,MIA,1,0,36448.0,Yankee Stadium,46537,O
251,2003,NYN,MIA,1,0,26245.0,Yankee Stadium,46537,O
252,2003,NYN,HOU,0,1,31733.0,Yankee Stadium,46537,O
253,2003,NYN,HOU,0,1,20322.0,Yankee Stadium,46537,O
254,2003,NYN,HOU,0,1,31656.0,Yankee Stadium,46537,O
255,2003,NYN,ARI,1,1,24725.0,Yankee Stadium,46537,O
256,2003,NYN,ARI,1,0,0.0,Yankee Stadium,46537,O
257,2003,NYN,ARI,1,1,36491.0,Yankee Stadium,46537,O
258,2003,NYN,LAN,0,1,21173.0,Yankee Stadium,46537,O
259,2003,NYN,LAN,0,1,18965.0,Yankee Stadium,46537,O
260,2003,NYN,LAN,0,1,18729.0,Yankee Stadium,46537,O
261,2003,NYN,SDN,1,1,29855.0,Yankee Stadium,46537,O
262,2003,NYN,SDN,1,0,32930.0,Yankee Stadium,46537,O
263,2003,NYN,SDN,1,0,30694.0,Yankee Stadium,46537,O
264,2003,NYN,PHI,0,1,25281.0,Yankee Stadium,46537,O
265,2003,NYN,PHI,0,1,29551.0,Yankee Stadium,46537,O
266,2003,NYN,PHI,0,0,20101.0,Yankee Stadium,46537,O
267,2003,NYN,ATL,1,1,26439.0,Yankee Stadium,46537,O
268,2003,NYN,ATL,1,0,33378.0,Yankee Stadium,46537,O
269,2003,NYN,ATL,1,1,25162.0,Yankee Stadium,46537,O
270,2003,NYN,MIL,0,0,0.0,Yankee Stadium,46537,O
271,2003,NYN,MIL,0,1,19048.0,Yankee Stadium,46537,O
272,2003,NYN,SEA,1,1,26684.0,Yankee Stadium,46537,O
273,2003,NYN,SEA,1,0,0.0,Yankee Stadium,46537,O
274,2003,NYN,SEA,1,1,39820.0,Yankee Stadium,46537,O
275,2003,NYN,NYA,1,1,55386.0,Yankee Stadium,46537,O
276,2003,NYN,NYA,1,1,55031.0,Yankee Stadium,46537,O
277,2003,NYN,MIA,0,1,22226.0,Yankee Stadium,46537,O
278,2003,NYN,MIA,0,1,22563.0,Yankee Stadium,46537,O
279,2003,NYN,MIA,0,1,30378.0,Yankee Stadium,46537,O
280,2003,NYN,NYA,1,1,36372.0,Yankee Stadium,46537,O
281,2003,NYN,WAS,0,1,29829.0,Yankee Stadium,46537,O
282,2003,NYN,WAS,0,1,30084.0,Yankee Stadium,46537,O
283,2003,NYN,WAS,0,1,35547.0,Yankee Stadium,46537,O
284,2003,NYN,ATL,0,1,32399.0,Yankee Stadium,46537,O
285,2003,NYN,ATL,0,1,29096.0,Yankee Stadium,46537,O
286,2003,NYN,ATL,0,0,30308.0,Yankee Stadium,46537,O
287,2003,NYN,PHI,0,1,25913.0,Yankee Stadium,46537,O
288,2003,NYN,PHI,1,1,35884.0,Yankee Stadium,46537,O
289,2003,NYN,PHI,1,0,33452.0,Yankee Stadium,46537,O
290,2003,NYN,PHI,1,0,31630.0,Yankee Stadium,46537,O
291,2003,NYN,CIN,1,1,34021.0,Yankee Stadium,46537,O
292,2003,NYN,CIN,1,1,29305.0,Yankee Stadium,46537,O
293,2003,NYN,CIN,1,0,30173.0,Yankee Stadium,46537,O
294,2003,NYN,MIL,0,1,6056.0,Yankee Stadium,46537,O
295,2003,NYN,MIL,0,1,22846.0,Yankee Stadium,46537,O
296,2003,NYN,MIL,0,1,22389.0,Yankee Stadium,46537,O
297,2003,NYN,MIL,0,0,27590.0,Yankee Stadium,46537,O
298,2003,NYN,SLN,1,1,23578.0,Yankee Stadium,46537,O
299,2003,NYN,SLN,1,0,30898.0,Yankee Stadium,46537,O
300,2003,NYN,SLN,1,0,27592.0,Yankee Stadium,46537,O
301,2003,NYN,SFN,0,1,37461.0,Yankee Stadium,46537,O
302,2003,NYN,SFN,0,1,31759.0,Yankee Stadium,46537,O
303,2003,NYN,COL,1,1,28081.0,Yankee Stadium,46537,O
304,2003,NYN,COL,1,1,28233.0,Yankee Stadium,46537,O
305,2003,NYN,COL,1,0,28393.0,Yankee Stadium,46537,O
306,2003,NYN,COL,0,0,23865.0,Yankee Stadium,46537,O
307,2003,NYN,PHI,1,1,33208.0,Yankee Stadium,46537,O
308,2003,NYN,PHI,1,1,26769.0,Yankee Stadium,46537,O
309,2003,NYN,PHI,1,0,26180.0,Yankee Stadium,46537,O
310,2003,NYN,ATL,0,0,23877.0,Yankee Stadium,46537,O
311,2003,NYN,ATL,0,1,24390.0,Yankee Stadium,46537,O
312,2003,NYN,ATL,0,0,16439.0,Yankee Stadium,46537,O
313,2003,NYN,MIA,0,1,15155.0,Yankee Stadium,46537,O
314,2003,NYN,MIA,0,1,29410.0,Yankee Stadium,46537,O
315,2003,NYN,MIA,0,0,16699.0,Yankee Stadium,46537,O
316,2003,NYN,WAS,0,1,18914.0,Yankee Stadium,46537,O
317,2003,NYN,WAS,1,1,33083.0,Yankee Stadium,46537,O
318,2003,NYN,WAS,1,0,37294.0,Yankee Stadium,46537,O
319,2003,NYN,WAS,1,0,28702.0,Yankee Stadium,46537,O
320,2003,NYN,PIT,0,1,17830.0,Yankee Stadium,46537,O
321,2003,NYN,PIT,0,1,22134.0,Yankee Stadium,46537,O
322,2003,NYN,PIT,0,1,25081.0,Yankee Stadium,46537,O
323,2004,NYN,ATL,0,0,53666.0,Yankee Stadium,46537,O
324,2004,NYN,ATL,0,1,15894.0,Yankee Stadium,46537,O
325,2004,NYN,ATL,0,1,33212.0,Yankee Stadium,46537,O
326,2004,NYN,PIT,1,1,18554.0,Yankee Stadium,46537,O
327,2004,NYN,PIT,1,0,40172.0,Yankee Stadium,46537,O
328,2004,NYN,PIT,1,0,44345.0,Yankee Stadium,46537,O
329,2004,NYN,WAS,0,1,14002.0,Yankee Stadium,46537,O
330,2004,NYN,WAS,0,1,14513.0,Yankee Stadium,46537,O
331,2004,NYN,WAS,0,1,23565.0,Yankee Stadium,46537,O
332,2004,NYN,WAS,0,0,15062.0,Yankee Stadium,46537,O
333,2004,NYN,SFN,0,1,30532.0,Yankee Stadium,46537,O
334,2004,NYN,SFN,0,1,19974.0,Yankee Stadium,46537,O
335,2004,NYN,SFN,0,1,23314.0,Yankee Stadium,46537,O
336,2004,NYN,MIL,1,1,27841.0,Yankee Stadium,46537,O
337,2004,NYN,MIL,1,0,29212.0,Yankee Stadium,46537,O
338,2004,NYN,MIL,1,0,29686.0,Yankee Stadium,46537,O
339,2004,NYN,SLN,0,1,28880.0,Yankee Stadium,46537,O
340,2004,NYN,SLN,0,1,20229.0,Yankee Stadium,46537,O
341,2004,NYN,SLN,0,0,21874.0,Yankee Stadium,46537,O
342,2004,NYN,COL,1,1,20148.0,Yankee Stadium,46537,O
343,2004,NYN,COL,1,1,27526.0,Yankee Stadium,46537,O
344,2004,NYN,COL,1,0,37486.0,Yankee Stadium,46537,O
345,2004,NYN,PHI,0,1,29385.0,Yankee Stadium,46537,O
346,2004,NYN,PHI,0,1,20349.0,Yankee Stadium,46537,O
347,2004,NYN,MIA,0,1,20832.0,Yankee Stadium,46537,O
348,2004,NYN,MIA,1,1,23266.0,Yankee Stadium,46537,O
349,2004,NYN,MIA,1,0,24803.0,Yankee Stadium,46537,O
350,2004,NYN,MIA,1,0,25835.0,Yankee Stadium,46537,O
351,2004,NYN,CLE,0,1,22783.0,Yankee Stadium,46537,O
352,2004,NYN,CLE,0,1,29512.0,Yankee Stadium,46537,O
353,2004,NYN,CLE,0,1,17675.0,Yankee Stadium,46537,O
354,2004,NYN,DET,1,1,36141.0,Yankee Stadium,46537,O
355,2004,NYN,DET,1,1,36925.0,Yankee Stadium,46537,O
356,2004,NYN,DET,1,0,39446.0,Yankee Stadium,46537,O
357,2004,NYN,CIN,0,1,19301.0,Yankee Stadium,46537,O
358,2004,NYN,CIN,0,1,32423.0,Yankee Stadium,46537,O
359,2004,NYN,CIN,0,0,23827.0,Yankee Stadium,46537,O
360,2004,NYN,NYA,1,1,55068.0,Yankee Stadium,46537,O
361,2004,NYN,NYA,1,0,55120.0,Yankee Stadium,46537,O
362,2004,NYN,NYA,1,0,55437.0,Yankee Stadium,46537,O
363,2004,NYN,PHI,0,1,36803.0,Yankee Stadium,46537,O
364,2004,NYN,PHI,1,1,42584.0,Yankee Stadium,46537,O
365,2004,NYN,PHI,1,0,35425.0,Yankee Stadium,46537,O
366,2004,NYN,PHI,1,0,30443.0,Yankee Stadium,46537,O
367,2004,NYN,MIA,0,1,23176.0,Yankee Stadium,46537,O
368,2004,NYN,MIA,0,1,25295.0,Yankee Stadium,46537,O
369,2004,NYN,WAS,0,1,30227.0,Yankee Stadium,46537,O
370,2004,NYN,WAS,0,0,27637.0,Yankee Stadium,46537,O
371,2004,NYN,ATL,1,1,33166.0,Yankee Stadium,46537,O
372,2004,NYN,ATL,1,0,32542.0,Yankee Stadium,46537,O
373,2004,NYN,HOU,0,1,28472.0,Yankee Stadium,46537,O
374,2004,NYN,HOU,0,1,32060.0,Yankee Stadium,46537,O
375,2004,NYN,HOU,0,0,26419.0,Yankee Stadium,46537,O
376,2004,NYN,ARI,1,1,22124.0,Yankee Stadium,46537,O
377,2004,NYN,ARI,1,1,37599.0,Yankee Stadium,46537,O
378,2004,NYN,ARI,1,0,36590.0,Yankee Stadium,46537,O
379,2004,NYN,SDN,0,1,25475.0,Yankee Stadium,46537,O
380,2004,NYN,SDN,0,1,25558.0,Yankee Stadium,46537,O
381,2004,NYN,SDN,0,1,28067.0,Yankee Stadium,46537,O
382,2004,NYN,SDN,0,0,27621.0,Yankee Stadium,46537,O
383,2004,NYN,LAN,1,1,42694.0,Yankee Stadium,46537,O
384,2004,NYN,LAN,1,0,40660.0,Yankee Stadium,46537,O
385,2004,NYN,LAN,1,0,33582.0,Yankee Stadium,46537,O
